Mhid,TA,StarRating
4723,282607,3
4727,529060,4
4728,600132,5
4729,646605,5
4732,1006161,4
4733,233057,3
4736,0,4
4737,206933,4
4740,672680,3
4749,0,2
4751,581403,3
4755,228595,3
4756,1958719,4
4759,616942,2
4766,4915159,5
4770,0,5
4773,1861701,5
4774,2037169,4
4775,315230,2
4783,1382781,4
4785,500038,3
4791,1484568,4
4792,1737657,4
4793,500145,4
4799,648026,4
4801,203009,4
4808,1078914,5
4810,267010,4
4820,281801,3
4824,198028,3
4828,197572,3
4832,941795,2
4835,1173260,3
4839,604152,4
4847,1178206,4
4848,1491821,4
4850,1194871,4
4851,81295,4
4857,235757,5
4858,77775,4
4859,80780,3
4860,84463,5
4862,77621,3
4863,675616,5
4865,81377,4
4877,581243,5
4889,273504,5
4890,202423,4
4895,300084,3
4897,313727,3
4902,0,3
4903,1218084,3
4905,504771,4
4906,638247,5
4908,199575,5
4909,574019,3
4911,479071,5
4913,572801,4
4914,581157,3
4919,317574,3
4921,294616,5
4924,234844,3
4927,120302,4
4929,9743817,5
4942,637245,4
4948,739261,3
4954,231229,4
4955,652459,3
4956,313764,3
4961,1488251,2
4963,663218,5
4964,294658,5
4967,271726,5
4969,203097,2
4971,568867,3
4973,507906,4
4978,228074,4
4980,197424,4
4989,197108,4
4991,655359,4
4993,316590,3
5000,478724,4
5007,498409,4
5022,302327,5
5026,1158174,3
5035,316751,4
5038,1064786,4
5045,228889,5
5047,1168065,2
5060,228902,5
5064,502185,4
5072,284397,3
5079,228173,4
5080,578965,3
5082,566641,3
5084,569308,4
5086,553835,4
5087,289259,4
5088,753999,4
5089,194094,5
5098,581323,5
5101,206937,4
5106,455851,5
5107,0,4
5110,497229,3
5119,273990,5
5123,233015,3
5151,1929911,3
5153,307764,4
5157,227460,3
5159,501555,4
5160,2026366,4
5161,232799,3
5164,233505,4
5169,269011,3
5174,483137,1
5175,232631,3
5177,617952,4
5181,234168,4
5182,1865881,3
5187,306359,3
5189,662686,3
5203,276988,3
5204,636757,3
5205,276984,3
5211,276968,3
5213,202917,4
5216,296892,3
5218,282440,4
5219,252751,4
5220,324578,3
5223,228546,3
5237,289486,3
5239,294899,5
5244,2277474,4
5250,296189,5
5251,315327,4
5252,482571,5
5253,1168554,5
5256,287895,4
5257,277205,3
5260,574317,4
5261,277217,4
5262,276609,4
5275,9865611,3
5276,228730,4
5279,287475,2
5290,264510,4
5291,607460,4
5294,235868,5
5295,0,5
5299,1208751,4
5301,197119,3
5303,628268,3
5307,315709,5
5309,571236,4
5319,659822,3
5324,284191,3
5325,549494,3
5330,665096,3
5331,1719241,4
5332,120426,4
5334,206600,4
5337,286729,3
5338,603215,4
5341,498659,2
5343,229629,3
5344,1858675,5
5345,229623,2
5346,229561,2
5352,500070,3
5355,952715,4
5357,0,3
5358,1117635,3
5359,1226490,3
5361,643905,3
5365,1079161,3
5370,781772,1
5375,637080,2
5378,123526,4
5379,263315,4
5380,228052,3
5381,276782,5
5382,257208,4
5383,228050,4
5393,1119270,3
5395,218776,3
5397,81524,2
5398,80920,3
5401,289384,5
5403,278244,4
5404,231980,4
5407,197184,4
5408,0,4
5409,523879,2
5411,954081,4
5412,1110102,3
5418,223046,3
5425,587554,4
5429,209365,3
5437,0,4
5441,276710,3
5457,654615,4
5458,112328,5
5459,268533,5
5460,294164,2
5461,0,5
5462,0,5
5475,235836,3
5476,0,4
5484,206012,3
5487,207552,3
5494,309047,4
5501,557196,4
5502,567630,4
5522,502313,2
5523,1498889,1
5529,575608,4
5530,507989,5
5534,1924681,4
5536,1904531,4
5544,950296,4
5549,487077,5
5551,566442,3
5552,507891,4
5559,289972,4
5566,575490,2
5567,2335027,4
5569,272936,4
5570,1096643,2
5571,499994,1
5573,487076,4
5581,496510,2
5584,1785450,3
5588,1904424,3
5594,496107,5
5595,618485,3
5623,502385,5
5624,1079244,4
5630,535574,2
5631,2198777,3
5632,2263755,4
5634,498379,3
5635,2026176,3
5636,1045588,3
5646,1557279,2
5650,1220081,2
5651,785540,2
5652,627728,4
5657,1185988,3
5674,294794,4
5677,487644,4
5679,508070,3
5681,605649,4
5683,638115,3
5684,490944,5
5688,290955,4
5692,1944595,3
5696,5016117,3
5702,1842292,4
5704,1910197,2
5705,507980,5
5711,534991,3
5714,2388358,1
5715,1566679,3
5716,1541072,3
5717,597745,3
5719,85467,4
5724,633543,3
5731,497266,3
5732,507984,5
5737,447584,5
5741,621530,3
5743,3574295,3
5744,1809158,3
5750,664005,3
5753,642604,3
5754,1904442,3
5756,307593,4
5758,580958,4
5761,217228,3
5766,584068,2
5767,99425,3
5770,1928081,2
5774,250619,4
5776,1523911,2
5781,1492820,1
5789,1591771,5
5790,3356659,1
5793,550798,2
5796,1076838,3
5797,500429,4
5799,1447360,1
5802,1421165,4
5807,1213723,4
5809,0,4
5810,739159,5
5811,302796,5
5812,531863,5
5813,594132,5
5827,197185,4
5828,502336,3
5831,1222333,2
5835,287523,3
5849,281810,4
5852,276537,3
5854,497803,3
5863,668119,5
5865,197068,3
5866,292163,4
5867,577454,3
5868,1228560,3
5870,284358,3
5877,199580,4
5879,272782,3
5880,272779,4
5881,197188,4
5886,675082,2
5887,250390,3
5890,301752,4
5892,0,4
5901,228507,4
5905,498779,2
5907,573624,4
5908,807206,5
5914,1085190,2
5920,1465120,5
5922,664344,3
5923,277214,4
5928,229688,4
5936,275254,5
5938,1456437,4
5939,305094,5
5941,1762083,4
5947,199593,3
5950,1436672,3
5952,1073308,5
5954,275417,3
5955,228483,4
5960,199573,4
5964,287866,5
5966,557134,4
5972,1065153,4
5978,84729,2
5979,88087,3
5986,281715,4
5990,1161534,2
5997,500553,3
5999,315331,3
6002,298838,5
6003,620407,3
6005,1379280,4
6007,508098,3
6010,658192,2
6011,1070475,5
6013,500106,3
6016,500114,3
6022,302347,3
6025,1138701,2
6027,314826,4
6028,662613,3
6029,292720,4
6031,499760,3
6032,2720988,3
6033,0,5
6039,1452197,5
6041,548376,2
6042,1114501,3
6043,623548,4
6047,1854237,2
6050,1199646,4
6053,287707,3
6055,1210782,2
6060,291374,5
6063,1141708,5
6065,237067,4
6068,1155329,3
6071,1198211,2
6075,292115,3
6076,581980,2
6079,302589,4
6082,315250,3
6084,555995,3
6087,1027816,4
6088,316258,3
6094,1139856,3
6098,623410,3
6099,1143032,2
6102,1074832,4
6104,638351,3
6106,499762,3
6107,638268,3
6109,498385,4
6110,0,3
6111,259295,4
6112,599172,5
6115,776548,4
6116,1416534,2
6118,1145337,2
6119,219974,4
6122,586275,2
6123,266748,4
6125,590422,4
6129,151553,4
6130,151643,5
6143,508223,3
6144,289657,3
6146,630624,4
6147,535610,3
6148,571852,3
6156,1151723,2
6157,557466,2
6158,628745,3
6159,264516,2
6160,638269,4
6162,1144458,3
6172,1223647,3
6173,649102,2
6175,737015,3
6177,629469,3
6180,454954,5
6182,596330,3
6183,624852,3
6184,301628,5
6186,601738,3
6187,573525,2
6193,667170,1
6194,500112,4
6195,619463,3
6198,3388944,3
6203,238897,4
6205,573425,4
6206,487082,4
6209,1163459,5
6210,557218,3
6213,292165,4
6218,554172,3
6221,289674,4
6225,0,2
6232,316152,3
6236,508192,4
6237,454929,5
6239,272911,4
6240,295781,3
6243,298840,3
6244,296936,3
6247,508018,4
6249,294650,5
6253,1804985,5
6255,259433,3
6256,289555,3
6258,276097,5
6259,197208,3
6260,197197,4
6261,197190,4
6262,197200,3
6264,197183,4
6265,261784,4
6269,300577,2
6276,288278,2
6277,248469,3
6279,2341557,4
6281,292946,3
6282,231690,3
6283,295525,3
6285,503514,3
6286,324811,3
6289,0,3
6292,639786,4
6294,291598,4
6295,248456,4
6297,319555,4
6298,530901,4
6301,283182,5
6302,1221148,5
6305,238642,1
6308,498661,3
6311,566131,3
6315,500305,3
6316,264146,3
6318,260580,4
6323,0,2
6327,0,2
6329,500424,2
6330,566520,1
6331,314691,3
6332,238605,1
6333,249132,3
6337,238619,4
6338,482686,5
6339,567743,3
6343,576719,2
6344,573971,1
6345,567798,2
6346,500962,3
6348,500593,2
6349,206942,2
6351,206938,3
6353,272729,3
6355,569576,3
6356,502141,2
6358,290091,2
6359,574021,2
6360,10158843,3
6362,248985,4
6363,248984,4
6365,272934,4
6366,507790,4
6367,290632,4
6368,272892,3
6369,231678,4
6374,648660,2
6375,0,3
6376,288863,2
6378,506341,3
6380,217356,4
6381,877814,4
6384,1151339,4
6387,478660,3
6389,582611,4
6390,940050,4
6393,299627,5
6394,1483533,2
6395,1017315,4
6397,1008130,5
6401,911375,4
6402,1190750,4
6404,258819,3
6405,233052,5
6406,230391,5
6408,667888,2
6409,599633,2
6411,1007620,5
6416,1024789,5
6417,1626663,4
6418,250649,3
6419,9984439,4
6422,665557,4
6423,1053016,3
6425,1501615,3
6426,478728,2
6427,307880,4
6429,590042,4
6434,546851,2
6435,647908,5
6439,264019,3
6440,586750,4
6442,621646,3
6451,113923,3
6452,569138,4
6454,667406,3
6457,1064661,4
6458,1159680,2
6459,1213617,2
6460,1181521,3
6461,535131,4
6462,270981,4
6464,652965,5
6465,238658,2
6467,1597979,2
6470,483376,3
6473,297190,3
6474,550796,3
6475,502355,1
6484,276196,2
6485,763575,3
6494,671960,4
6497,656235,3
6498,315345,3
6499,1537344,1
6501,1860235,5
6506,260687,4
6509,232797,3
6510,648269,3
6511,265620,3
6512,239524,3
6514,584098,2
6517,583119,3
6519,234813,4
6522,734757,3
6524,776410,2
6525,231528,4
6527,250719,4
6528,1220069,3
6529,0,2
6530,1144701,3
6531,729446,3
6534,676054,3
6535,645264,4
6536,488027,2
6537,114378,4
6539,1144988,3
6540,1026139,4
6542,0,5
6544,299112,5
6545,939900,3
6548,646595,3
6549,492271,3
6551,677125,5
6554,781659,4
6558,671023,4
6560,655442,3
6562,1140655,3
6563,1149501,2
6564,112307,3
6569,478646,4
6570,566819,5
6573,288802,5
6576,1065158,4
6577,239246,3
6579,630331,4
6581,491123,3
6584,313044,3
6586,264565,5
6596,634323,5
6597,1008455,4
6606,267562,4
6612,276096,5
6616,208593,2
6617,253413,3
6618,589585,3
6621,507978,5
6622,508124,4
6623,508006,3
6624,298916,4
6626,502383,3
6629,507907,3
6632,496109,4
6636,506958,3
6637,492986,4
6638,507804,4
6640,315029,4
6644,561206,3
6646,664249,3
6653,206925,4
6656,84755,3
6657,1080612,3
6661,496099,3
6662,254871,5
6663,289974,3
6664,295823,5
6665,295821,5
6666,568892,3
6669,198716,4
6670,75737,4
6673,623893,4
6675,503061,5
6677,1214282,1
6679,489100,1
6682,572596,2
6683,315428,2
6685,235722,3
6686,604140,3
6687,262326,2
6690,500166,3
6692,239157,3
6694,661953,3
6697,1151484,2
6698,508019,2
6700,254939,3
6704,575985,2
6708,655776,2
6710,664001,2
6711,483012,3
6716,3291353,1
6718,586853,3
6720,646546,2
6724,530059,2
6726,288494,3
6731,253720,5
6733,556865,4
6734,506002,3
6735,472082,3
6736,652582,3
6738,633432,3
6741,1817374,1
6746,496737,5
6747,446949,4
6754,589789,2
6759,615891,3
6761,0,3
6767,231214,4
6771,228916,3
6774,5238058,3
6777,616489,1
6778,582707,2
6780,264341,4
6781,240838,4
6782,640270,3
6783,602764,4
6788,784824,2
6813,739220,4
6819,300080,3
6820,0,4
6821,670416,5
6825,950930,5
6827,573791,3
6829,581386,4
6835,306213,3
6837,300564,3
6838,315012,3
6839,3501927,3
6844,624236,3
6848,298841,3
6850,277226,4
6853,295925,5
6855,518387,4
6857,1129916,3
6861,227465,4
6866,584199,4
6871,557045,4
6876,571234,3
6879,502449,3
6880,238718,1
6881,1219897,4
6883,573920,3
6884,502387,5
6887,315083,4
6890,630545,3
6891,1084511,5
6892,290459,5
6893,231527,3
6894,317164,2
6896,500074,2
6897,500554,4
6899,206944,4
6900,3524098,5
6904,550997,5
6906,317214,4
6909,0,4
6910,236793,5
6911,488916,5
6912,286943,4
6913,300033,5
6916,229881,3
6918,487117,4
6920,786173,2
6923,307373,5
6924,507359,5
6925,557048,5
6926,568401,5
6928,1194829,3
6929,253419,5
6930,234579,2
6933,575587,4
6934,287491,1
6935,614238,4
6937,557161,5
6938,530504,4
6941,500557,3
6943,300061,5
6945,316157,4
6946,949452,3
6947,296169,4
6948,298901,5
6950,454926,5
6951,508263,2
6952,1127829,2
6954,1102065,3
6968,1889548,4
6970,272762,4
6973,1776918,4
6974,2634122,4
6979,3337425,5
6985,2522265,3
6987,2622936,3
6990,270538,3
6992,265194,3
6993,665020,3
7005,660022,2
7008,2311259,3
7011,85438,4
7012,2279943,4
7016,536120,3
7018,1184033,1
7019,1156338,3
7022,1654191,3
7025,478719,3
7070,241890,4
7074,482674,2
7075,946782,4
7076,573635,3
7077,795401,4
7080,2402574,3
7083,2406813,4
7085,2680290,5
7086,2425088,5
7091,260280,4
7094,249149,5
7104,2339911,3
7105,316910,2
7107,267597,3
7108,1226911,3
7117,316711,2
7119,454891,3
7120,250709,4
7121,217253,3
7122,1197405,3
7125,0,5
7127,1903139,3
7130,501888,3
7131,1181636,3
7133,1536409,5
7135,3803427,1
7137,248411,2
7139,253415,2
7142,1195695,5
7143,2017720,3
7144,507813,5
7149,287029,1
7155,528727,1
7161,1194140,3
7163,1501280,4
7171,1737268,3
7193,620141,2
7196,1548650,4
7197,5223199,1
7200,1823276,3
7202,0,4
7207,566683,4
7208,880297,4
7211,1179911,3
7214,483592,4
7222,1165935,3
7226,313586,3
7231,1455986,5
7238,231524,2
7239,1456560,4
7242,576961,4
7245,1869787,4
7246,214197,2
7248,1723708,5
7251,263744,3
7252,208209,4
7256,1904522,5
7259,1456557,3
7265,1757900,4
7266,281192,4
7271,218780,4
7281,1878563,3
7282,120303,5
7284,1906403,3
7287,663636,4
7290,1773302,5
7292,1052453,3
7297,951498,4
7302,1122525,2
7316,1850102,3
7318,0,3
7332,84346,2
7333,604126,4
7340,125137,5
7346,4107099,3
7350,216486,4
7356,1748447,2
7357,99302,4
7361,289256,4
7362,88560,3
7365,1792859,3
7373,0,3
7378,674016,4
7379,239502,4
7382,233834,5
7388,88170,3
7390,267249,3
7392,1141414,4
7397,85979,4
7399,190249,3
7403,499772,5
7408,1415191,5
7411,499949,2
7413,249151,2
7416,228572,4
7420,1390225,4
7421,296942,3
7428,1596081,4
7442,239280,4
7444,649844,4
7445,201233,4
7451,556947,4
7452,228375,5
7454,198005,4
7455,201224,4
7458,290445,3
7459,556833,4
7460,227146,4
7461,199637,5
7463,197891,4
7468,304827,4
7474,207761,4
7484,201818,4
7488,197384,4
7489,288348,3
7490,1169148,3
7496,282300,4
7503,581693,1
7504,2419091,3
7511,225821,2
7517,260621,3
7520,233836,3
7523,497494,4
7525,1027179,4
7529,647729,2
7532,287528,3
7533,264615,2
7536,207682,4
7537,294607,5
7540,613934,4
7541,231679,5
7546,620279,3
7550,627451,4
7551,277356,5
7561,249376,4
7562,201170,4
7564,0,2
7566,260363,3
7570,234002,4
7574,10108133,3
7579,301836,4
7588,596307,5
7596,238673,4
7606,206010,3
7607,1218129,5
7609,253176,3
7617,482467,4
7620,302600,5
7622,1211629,4
7626,197181,4
7627,280583,3
7628,1176798,2
7630,230372,4
7635,231975,4
7643,559596,5
7647,1063831,3
7652,223023,4
7653,507522,4
7654,290366,5
7658,551464,5
7661,579667,1
7662,503532,2
7663,483700,4
7664,259370,4
7668,228478,2
7669,296916,3
7672,284018,2
7673,657935,2
7678,651381,4
7679,483102,4
7680,291834,3
7686,289529,4
7689,238809,4
7690,585412,2
7702,633317,3
7703,291590,4
7710,228527,3
7717,237083,3
7719,578293,2
7722,280923,4
7723,289960,4
7730,1015707,3
7733,272728,3
7734,291121,4
7738,191046,4
7741,228654,4
7752,248975,4
7758,1204377,1
7763,500590,3
7765,609760,4
7766,601678,3
7767,228631,3
7771,499740,2
7772,535183,1
7785,446865,3
7786,314891,3
7788,1223953,4
7789,280922,4
7795,7116721,1
7796,228463,4
7798,233398,4
7806,231502,4
7815,206924,3
7816,230832,3
7818,280919,4
7831,305582,4
7832,566736,4
7836,248978,4
7837,279252,3
7841,565597,4
7845,228466,4
7846,590411,2
7852,1177699,4
7864,238721,3
7865,238722,4
7866,1056883,3
7877,500568,3
7880,302125,5
7886,119650,3
7888,6603181,2
7891,508251,3
7893,550917,3
7895,508007,4
7900,651022,3
7906,1161394,1
7908,7004520,3
7911,272867,3
7917,238655,4
7921,286875,3
7923,1176318,4
7924,275097,4
7925,1802185,3
7926,227463,3
7930,930548,1
7932,229678,4
7937,1048732,4
7938,0,3
7939,228465,4
7942,1026845,2
7944,1450932,3
7945,231518,2
7947,1532202,4
7949,1153252,4
7950,1501787,4
7951,0,3
7962,229682,3
7963,259949,4
7965,657274,4
7972,272704,3
7973,264357,3
7974,80112,2
7976,1494411,3
7980,575647,3
7985,487089,3
7986,272868,3
7990,296929,3
7991,0,4
7995,535166,2
7996,0,4
7997,206956,4
7999,500595,4
8004,482595,4
8005,582984,4
8011,1729030,4
8012,654761,4
8014,238524,3
8019,231747,3
8022,1519665,4
8024,1060784,4
8026,573483,2
8027,1065010,3
8028,290683,3
8029,754043,3
8030,627671,3
8031,1485970,5
8033,1310741,4
8038,589909,3
8039,1201515,2
8041,1076311,5
8042,289512,3
8043,499054,3
8048,308196,5
8049,499869,4
8050,5256974,4
8051,316766,4
8052,1450029,3
8055,498400,3
8057,483501,4
8061,236970,4
8063,252593,4
8067,248468,4
8068,264732,4
8069,1215152,5
8074,622520,4
8076,316513,4
8077,316523,4
8078,317349,3
8080,306874,5
8081,317016,4
8082,301754,5
8087,1047983,4
8090,287970,3
8091,288580,3
8095,584887,4
8098,192273,4
8111,232519,4
8119,277358,4
8123,235105,4
8135,236480,4
8136,564874,4
8138,258997,3
8140,236465,3
8145,566633,2
8147,277150,3
8151,259491,4
8157,642959,3
8158,229056,4
8160,564734,4
8171,202275,5
8172,202278,5
8177,483081,3
8181,201911,4
8183,596457,2
8188,202342,3
8189,860088,5
8192,201757,3
8196,199312,4
8201,488687,4
8203,633290,3
8206,199321,3
8210,190303,5
8211,199630,4
8212,232584,3
8213,530218,3
8216,627150,2
8218,300579,5
8220,202319,4
8222,11770280,4
8227,201480,4
8234,1165383,2
8236,2146410,3
8239,228970,4
8242,675175,3
8245,199349,3
8248,585156,4
8250,235911,4
8255,1378735,4
8262,232361,3
8278,576250,3
8281,636759,3
8282,529101,2
8286,233405,3
8304,1407867,2
8309,1866951,4
8312,267164,2
8314,1719737,4
8315,279550,5
8320,1019876,3
8321,199572,5
8322,1464969,4
8326,1484641,4
8328,223731,2
8333,609466,3
8336,275313,2
8337,250630,5
8343,2223505,5
8367,198006,4
8382,614135,2
8384,227967,4
8386,1223276,4
8391,2344016,4
8392,1550250,5
8399,500646,3
8400,1595965,4
8401,227187,4
8402,230375,4
8405,534902,4
8406,254078,3
8416,2421947,4
8424,1468164,4
8442,2538363,3
8445,93520,4
8446,0,4
8447,0,3
8448,0,4
8453,1196896,3
8457,315347,3
8458,289345,4
8459,2657871,5
8462,3350782,5
8465,277359,5
8468,529118,3
8469,529678,4
8471,569004,4
8474,0,2
8476,1443711,4
8477,1506917,2
8478,618819,3
8480,455633,4
8487,1228171,5
8493,296160,5
8494,296163,4
8496,1741756,4
8498,2021673,4
8500,2312989,3
8512,0,2
8517,968307,3
8518,584783,3
8522,256292,3
8524,274618,3
8531,232845,3
8549,597288,4
8550,205044,4
8557,577885,2
8560,1469173,3
8566,276202,4
8567,852315,4
8569,255195,2
8571,275761,4
8572,637618,4
8579,501731,4
8581,197897,4
8585,197223,3
8588,126503,2
8591,279426,4
8592,81375,4
8594,81461,4
8595,81529,4
8598,648536,5
8599,1144013,3
8602,497704,4
8609,566114,4
8610,781483,5
8614,4976115,3
8616,1168332,3
8619,0,5
8622,1103435,3
8623,314963,3
8624,498554,4
8625,578233,4
8632,2154898,4
8634,481334,4
8635,654030,4
8640,0,4
8642,0,4
8643,115617,4
8644,81450,5
8648,85170,5
8650,113239,4
8657,302337,4
8659,81165,4
8660,81514,3
8678,84447,3
8679,0,4
8680,0,4
8681,658123,5
8682,80999,4
8683,84471,4
8684,84592,4
8689,99463,3
8708,1507193,3
8710,224368,3
8712,0,4
8724,1486182,3
8729,264349,3
8734,120323,3
8738,86102,3
8739,0,3
8748,84454,3
8750,83361,3
8751,224292,3
8754,83646,3
8755,217397,3
8760,218777,3
8770,81019,4
8772,224948,4
8774,264502,4
8782,219044,3
8784,1452046,3
8785,86072,4
8787,316720,4
8792,1029276,4
8793,1182304,3
8795,264376,3
8798,120332,4
8800,680868,4
8802,115185,4
8803,262855,3
8809,0,3
8818,84249,4
8829,1237179,3
8832,91967,4
8834,530978,2
8836,77729,3
8838,580650,3
8840,1020467,2
8844,535111,3
8847,264570,5
8854,88575,3
8860,87012,3
8874,0,3
8877,252390,4
8882,85000,3
8886,87073,2
8887,82401,2
8914,259299,4
8915,321475,3
8917,623064,3
8918,571634,3
8919,231684,3
8920,250577,3
8925,283697,3
8931,287003,2
8932,248465,4
8934,206781,4
8944,243095,4
8945,614782,2
8947,1892262,4
8950,783873,3
8951,497700,4
8953,498611,3
8956,1219902,2
8961,300145,5
8962,150938,3
8964,667101,3
8969,1415141,2
8971,630215,5
8974,0,3
8978,250731,3
8979,237059,4
8980,1168803,4
8982,479487,2
8984,633047,3
8986,529735,2
8989,482210,3
8990,1204618,2
8993,6418731,2
8998,549384,3
9000,483030,3
9001,500717,3
9004,3661701,1
9005,667946,4
9008,612977,3
9009,1210723,3
9016,0,4
9018,244956,5
9019,620369,2
9021,610094,4
9023,249279,5
9028,655693,1
9037,624442,3
9039,290265,2
9041,0,4
9043,483829,4
9044,288739,2
9045,112062,4
9047,617404,3
9048,632575,3
9052,601590,3
9054,1169270,3
9055,152095,3
9056,586770,5
9057,259369,3
9058,0,2
9060,84699,3
9061,565237,3
9062,119721,4
9063,508224,3
9064,316656,4
9065,228905,5
9066,1220568,5
9069,673085,3
9074,1733996,2
9076,633130,4
9077,7082994,2
9080,260872,4
9082,595279,4
9084,1903811,4
9086,664941,3
9087,480622,4
9090,290602,4
9091,80087,3
9092,670376,3
9093,502442,3
9096,239193,4
9097,507816,3
9100,0,3
9101,505509,3
9108,264626,2
9109,507826,4
9110,233056,3
9111,254820,4
9114,508256,3
9116,272966,4
9117,0,2
9118,272965,3
9119,295529,3
9121,602915,3
9123,573941,3
9124,618412,3
9125,567484,4
9126,290453,3
9128,228915,4
9129,507757,2
9132,505201,4
9133,119637,3
9134,277720,4
9135,259353,5
9136,487093,5
9142,231921,3
9143,279801,3
9148,247105,3
9149,87120,3
9151,0,4
9152,1175532,4
9155,628885,5
9156,1524160,2
9161,556938,3
9166,3318393,4
9167,635402,4
9168,596342,3
9169,525818,5
9173,1208101,4
9174,1465363,4
9177,1436744,5
9178,1181276,4
9179,1315651,5
9182,2010360,4
9186,552859,5
9194,1931422,3
9196,952365,4
9197,237814,3
9198,237813,4
9201,1093383,3
9203,1026858,4
9207,634602,4
9214,1968424,4
9220,1391963,4
9223,878361,5
9224,1553386,4
9226,1383361,3
9227,653182,3
9230,1159549,4
9240,1143299,3
9243,0,3
9244,666326,3
9248,667339,4
9253,0,4
9255,1076868,3
9257,502948,3
9259,632566,3
9261,628833,4
9262,498502,3
9263,632624,4
9266,2236442,4
9269,498481,4
9274,1476603,4
9276,1144262,3
9277,315212,3
9281,1142189,3
9282,1151712,2
9283,0,1
9285,485605,3
9289,579774,5
9290,150842,5
9291,292820,4
9292,603746,4
9302,264523,2
9303,314988,2
9304,1186138,1
9305,1167625,4
9311,609446,2
9314,296523,4
9325,1785018,4
9329,223018,3
9345,0,2
9347,1719217,3
9349,252356,4
9355,584986,3
9357,80161,3
9359,80131,3
9361,1465008,3
9368,87892,3
9383,276098,5
9384,2142702,3
9387,1152712,3
9390,234000,4
9393,581317,3
9399,503497,4
9401,657033,5
9405,1641168,3
9408,0,5
9409,2135900,5
9418,2063425,3
9420,0,5
9423,3596596,4
9425,1863358,3
9429,655380,2
9432,250645,3
9433,230393,5
9435,2063423,2
9436,664611,3
9444,207844,2
9445,229624,3
9450,314858,3
9452,229979,4
9456,808199,4
9459,3640524,1
9463,280475,3
9464,201487,4
9469,1943947,5
9470,313529,4
9476,1181993,1
9477,1131914,3
9483,2160850,5
9494,615338,4
9497,1784584,3
9501,619505,4
9502,290072,5
9503,0,4
9509,663221,2
